,Account Status,Duration,Credit History,Purpose,Credit Amount,Savings,Employment,Installment rate,Sex,Other debtors,Residence,Property,Age,Other installments,Housing,Number of credits,Job,Maintenance,Telephone,Foreign,label_value,score
924,<0,24,all credits at this bank paid back duly,furniture/equipment,6872,<100,< 1 year,2,male divorced/separated,none,1,savings agreement/life insurance,Older,bank,own,1,skilled employee / official,1,yes,yes,0,0.0
925,<0,12,all credits at this bank paid back duly,car (new),697,<100,< 1 year,4,male single,none,2,car or other,Older,bank,own,2,skilled employee / official,1,yes,yes,0,0.0
926,<0,18,critical account,furniture/equipment,1049,<100,< 1 year,4,female divorced/separated/married,none,4,savings agreement/life insurance,Younger,none,rent,1,skilled employee / official,1,none,yes,1,1.0
927,<0,48,existing credits paid back duly till now,car (used),10297,<100,4 <= < 7 years,4,male single,none,4,no,Middle2,store,for free,3,skilled employee / official,2,yes,yes,0,0.0
928,no,30,existing credits paid back duly till now,radio/television,1867,no,>= 7 years,4,male single,none,4,car or other,Older,none,own,1,skilled employee / official,1,yes,yes,1,1.0
929,<0,12,delay in paying off,car (new),1344,<100,1 <= < 4 years,4,male single,none,2,real estate,Older,none,own,2,unskilled - resident,2,none,yes,1,0.0
930,<0,24,existing credits paid back duly till now,furniture/equipment,1747,<100,< 1 year,4,male single,co-applicant,1,savings agreement/life insurance,Younger,none,own,1,unskilled - resident,1,none,no,1,1.0
931,<200,9,existing credits paid back duly till now,radio/television,1670,<100,< 1 year,4,female divorced/separated/married,none,2,car or other,Younger,none,own,1,skilled employee / official,1,yes,yes,0,1.0
932,no,9,critical account,car (new),1224,<100,1 <= < 4 years,3,male single,none,1,real estate,Middle1,none,own,2,skilled employee / official,1,none,yes,1,1.0
933,no,12,critical account,radio/television,522,<1000,>= 7 years,4,male single,none,4,savings agreement/life insurance,Older,none,own,2,skilled employee / official,2,yes,yes,1,1.0
934,<0,12,existing credits paid back duly till now,radio/television,1498,<100,1 <= < 4 years,4,female divorced/separated/married,none,1,car or other,Younger,bank,own,1,skilled employee / official,1,none,yes,1,0.0
935,<200,30,delay in paying off,radio/television,1919,<500,< 1 year,4,male single,none,3,no,Middle1,store,own,2,management/ highly qualified employee,1,none,yes,0,0.0
936,>200,9,existing credits paid back duly till now,radio/television,745,<100,1 <= < 4 years,3,female divorced/separated/married,none,2,real estate,Middle1,none,own,1,unskilled - resident,1,none,yes,0,1.0
937,<200,6,existing credits paid back duly till now,radio/television,2063,<100,< 1 year,4,male married/widowed,none,3,car or other,Middle1,none,rent,1,management/ highly qualified employee,1,yes,yes,1,1.0
938,<200,60,existing credits paid back duly till now,education,6288,<100,1 <= < 4 years,4,male single,none,4,no,Older,none,for free,1,skilled employee / official,1,none,yes,0,0.0
939,no,24,critical account,car (used),6842,no,1 <= < 4 years,2,male single,none,4,savings agreement/life insurance,Older,none,own,2,management/ highly qualified employee,2,yes,yes,1,1.0
940,no,12,existing credits paid back duly till now,car (new),3527,no,< 1 year,2,male single,none,3,savings agreement/life insurance,Older,none,own,1,management/ highly qualified employee,2,yes,yes,1,1.0
941,no,10,existing credits paid back duly till now,car (new),1546,<100,1 <= < 4 years,3,male single,none,2,real estate,Middle1,none,own,1,unskilled - resident,2,none,no,1,1.0
942,no,24,existing credits paid back duly till now,furniture/equipment,929,no,4 <= < 7 years,4,male single,none,2,car or other,Middle1,store,own,1,skilled employee / official,1,yes,yes,1,1.0
943,no,4,critical account,car (new),1455,<100,4 <= < 7 years,2,male single,none,1,real estate,Older,none,own,3,unskilled - resident,2,none,yes,1,1.0
944,<0,15,existing credits paid back duly till now,furniture/equipment,1845,<100,< 1 year,4,female divorced/separated/married,guarantor,1,savings agreement/life insurance,Older,none,rent,1,skilled employee / official,1,none,yes,1,1.0
945,<200,48,no credits taken,car (new),8358,<1000,< 1 year,1,female divorced/separated/married,none,1,car or other,Middle1,none,own,2,skilled employee / official,1,none,yes,1,0.0
946,<0,24,all credits at this bank paid back duly,furniture/equipment,3349,<1000,< 1 year,4,male single,none,4,no,Middle1,none,for free,1,skilled employee / official,2,yes,yes,0,1.0
947,no,12,existing credits paid back duly till now,car (new),2859,no,unemployed,4,male single,none,4,no,Middle2,none,own,1,management/ highly qualified employee,1,yes,yes,1,1.0
948,no,18,existing credits paid back duly till now,furniture/equipment,1533,<100,< 1 year,4,male married/widowed,co-applicant,1,savings agreement/life insurance,Older,none,own,1,unskilled - resident,2,none,yes,0,1.0
949,no,24,existing credits paid back duly till now,radio/television,3621,<500,>= 7 years,2,male single,none,4,car or other,Middle1,none,own,2,skilled employee / official,1,none,yes,0,1.0
950,<200,18,critical account,business,3590,<100,unemployed,3,male married/widowed,none,3,car or other,Middle2,none,own,3,unemployed/ unskilled  - non-resident,2,yes,yes,1,1.0
951,<0,36,delay in paying off,business,2145,<100,4 <= < 7 years,2,male single,none,1,car or other,Younger,none,own,2,skilled employee / official,1,yes,yes,0,1.0
952,<200,24,existing credits paid back duly till now,car (used),4113,<1000,< 1 year,3,female divorced/separated/married,none,4,car or other,Middle1,none,rent,1,skilled employee / official,1,none,yes,0,1.0
953,no,36,existing credits paid back duly till now,furniture/equipment,10974,<100,unemployed,4,female divorced/separated/married,none,2,car or other,Younger,none,own,2,management/ highly qualified employee,1,yes,yes,0,1.0
954,<0,12,existing credits paid back duly till now,car (new),1893,<100,1 <= < 4 years,4,female divorced/separated/married,guarantor,4,savings agreement/life insurance,Middle1,none,own,1,skilled employee / official,1,yes,yes,1,0.0
955,<0,24,critical account,radio/television,1231,>1000,>= 7 years,4,female divorced/separated/married,none,4,savings agreement/life insurance,Older,none,rent,2,management/ highly qualified employee,1,yes,yes,1,1.0
956,>200,30,critical account,radio/television,3656,no,>= 7 years,4,male single,none,4,savings agreement/life insurance,Older,store,own,2,unskilled - resident,1,none,yes,1,1.0
957,<200,9,critical account,radio/television,1154,<100,>= 7 years,2,male single,none,4,real estate,Middle2,none,own,3,unskilled - resident,1,none,yes,1,1.0
958,<0,28,existing credits paid back duly till now,car (new),4006,<100,1 <= < 4 years,3,male single,none,2,car or other,Older,none,own,1,unskilled - resident,1,none,yes,0,0.0
959,<200,24,existing credits paid back duly till now,furniture/equipment,3069,<500,>= 7 years,4,male single,none,4,no,Middle1,none,for free,1,skilled employee / official,1,none,yes,1,0.0
960,no,6,critical account,radio/television,1740,<100,>= 7 years,2,male married/widowed,none,2,real estate,Middle1,none,rent,2,skilled employee / official,1,none,yes,1,1.0
961,<200,21,delay in paying off,car (new),2353,<100,1 <= < 4 years,1,male divorced/separated,none,4,savings agreement/life insurance,Older,none,own,2,skilled employee / official,1,none,yes,1,0.0
962,no,15,existing credits paid back duly till now,car (new),3556,no,1 <= < 4 years,3,male single,none,2,no,Middle1,none,own,1,skilled employee / official,1,none,yes,1,1.0
963,no,24,existing credits paid back duly till now,radio/television,2397,<1000,>= 7 years,3,male single,none,2,car or other,Middle2,bank,own,2,skilled employee / official,1,yes,yes,0,1.0
964,<200,6,existing credits paid back duly till now,repairs,454,<100,< 1 year,3,male married/widowed,none,1,savings agreement/life insurance,Younger,none,own,1,unskilled - resident,1,none,yes,1,1.0
965,<200,30,existing credits paid back duly till now,radio/television,1715,no,1 <= < 4 years,4,female divorced/separated/married,none,1,car or other,Younger,none,own,1,skilled employee / official,1,none,yes,1,1.0
966,<200,27,critical account,radio/television,2520,<1000,1 <= < 4 years,4,male single,none,2,savings agreement/life insurance,Younger,none,own,2,unskilled - resident,1,none,yes,0,1.0
967,no,15,existing credits paid back duly till now,radio/television,3568,<100,>= 7 years,4,female divorced/separated/married,none,2,car or other,Older,bank,rent,1,management/ highly qualified employee,1,yes,yes,1,1.0
968,no,42,existing credits paid back duly till now,radio/television,7166,no,4 <= < 7 years,2,male married/widowed,none,4,savings agreement/life insurance,Middle1,none,rent,1,skilled employee / official,1,yes,yes,1,1.0
969,<0,11,critical account,car (new),3939,<100,1 <= < 4 years,1,male single,none,2,real estate,Middle2,none,own,2,unskilled - resident,2,none,yes,1,1.0
970,<200,15,existing credits paid back duly till now,repairs,1514,<500,1 <= < 4 years,4,male single,guarantor,2,real estate,Younger,none,own,1,skilled employee / official,1,none,yes,1,1.0
971,no,24,existing credits paid back duly till now,car (new),7393,<100,1 <= < 4 years,1,male single,none,4,savings agreement/life insurance,Older,none,own,1,unskilled - resident,2,none,yes,1,1.0
972,<0,24,all credits at this bank paid back duly,car (new),1193,<100,unemployed,1,female divorced/separated/married,co-applicant,4,no,Middle1,none,rent,2,unemployed/ unskilled  - non-resident,1,none,yes,0,0.0
973,<0,60,existing credits paid back duly till now,business,7297,<100,>= 7 years,4,male single,co-applicant,4,no,Middle2,none,rent,1,skilled employee / official,1,none,yes,0,0.0
974,no,30,critical account,radio/television,2831,<100,1 <= < 4 years,4,female divorced/separated/married,none,2,car or other,Middle2,none,own,1,skilled employee / official,1,yes,yes,1,1.0
975,>200,24,existing credits paid back duly till now,radio/television,1258,<1000,1 <= < 4 years,3,female divorced/separated/married,none,3,car or other,Older,none,own,1,unskilled - resident,1,none,yes,1,1.0
976,<200,6,existing credits paid back duly till now,radio/television,753,<100,1 <= < 4 years,2,female divorced/separated/married,guarantor,3,real estate,Older,none,own,1,skilled employee / official,1,none,yes,1,1.0
977,<200,18,delay in paying off,business,2427,no,>= 7 years,4,male single,none,2,savings agreement/life insurance,Older,none,own,2,skilled employee / official,1,none,yes,1,1.0
978,no,24,delay in paying off,car (new),2538,<100,>= 7 years,4,male single,none,4,car or other,Older,none,own,2,unskilled - resident,2,none,yes,0,1.0
979,<200,15,all credits at this bank paid back duly,car (new),1264,<500,1 <= < 4 years,2,male married/widowed,none,2,savings agreement/life insurance,Younger,none,rent,1,skilled employee / official,1,none,yes,0,0.0
980,<200,30,critical account,furniture/equipment,8386,<100,4 <= < 7 years,2,male single,none,2,savings agreement/life insurance,Older,none,own,1,skilled employee / official,1,none,yes,0,1.0
981,no,48,existing credits paid back duly till now,business,4844,<100,unemployed,3,male single,none,2,car or other,Middle2,bank,rent,1,management/ highly qualified employee,1,yes,yes,0,1.0
982,>200,21,existing credits paid back duly till now,car (new),2923,<500,1 <= < 4 years,1,female divorced/separated/married,none,1,car or other,Middle1,bank,own,1,management/ highly qualified employee,1,yes,yes,1,0.0
983,<0,36,existing credits paid back duly till now,car (used),8229,<100,1 <= < 4 years,2,male single,none,2,savings agreement/life insurance,Younger,none,own,1,skilled employee / official,2,none,yes,0,1.0
984,no,24,critical account,furniture/equipment,2028,<100,4 <= < 7 years,2,male single,none,2,savings agreement/life insurance,Middle1,none,own,2,unskilled - resident,1,none,yes,1,1.0
985,<0,15,critical account,furniture/equipment,1433,<100,1 <= < 4 years,4,female divorced/separated/married,none,3,savings agreement/life insurance,Younger,none,rent,2,skilled employee / official,1,none,yes,1,1.0
986,>200,42,no credits taken,business,6289,<100,< 1 year,2,male divorced/separated,none,1,savings agreement/life insurance,Middle2,none,own,2,skilled employee / official,1,none,yes,1,0.0
987,no,13,existing credits paid back duly till now,radio/television,1409,<500,unemployed,2,female divorced/separated/married,none,4,real estate,Older,none,own,1,skilled employee / official,1,none,yes,1,1.0
988,<0,24,existing credits paid back duly till now,car (used),6579,<100,unemployed,4,male single,none,2,no,Middle1,none,for free,1,management/ highly qualified employee,1,yes,yes,1,1.0
989,<200,24,critical account,radio/television,1743,<100,>= 7 years,4,male single,none,2,savings agreement/life insurance,Older,none,own,2,unskilled - resident,1,none,yes,1,1.0
990,no,12,critical account,education,3565,no,< 1 year,2,male single,none,1,savings agreement/life insurance,Middle2,none,own,2,unskilled - resident,2,none,yes,1,1.0
991,no,15,all credits at this bank paid back duly,radio/television,1569,<500,>= 7 years,4,male single,none,4,car or other,Middle2,bank,own,1,unskilled - resident,2,none,yes,1,1.0
992,<0,18,existing credits paid back duly till now,radio/television,1936,no,4 <= < 7 years,2,male married/widowed,none,4,car or other,Younger,none,rent,2,unskilled - resident,1,none,yes,1,1.0
993,<0,36,existing credits paid back duly till now,furniture/equipment,3959,<100,unemployed,4,male single,none,3,savings agreement/life insurance,Middle1,none,own,1,management/ highly qualified employee,1,yes,yes,1,1.0
994,no,12,existing credits paid back duly till now,car (new),2390,no,>= 7 years,4,male single,none,3,car or other,Older,none,own,1,skilled employee / official,1,yes,yes,1,1.0
995,no,12,existing credits paid back duly till now,furniture/equipment,1736,<100,4 <= < 7 years,3,female divorced/separated/married,none,4,real estate,Middle1,none,own,1,unskilled - resident,1,none,yes,1,1.0
996,<0,30,existing credits paid back duly till now,car (used),3857,<100,1 <= < 4 years,4,male divorced/separated,none,4,savings agreement/life insurance,Middle2,none,own,1,management/ highly qualified employee,1,yes,yes,1,0.0
997,no,12,existing credits paid back duly till now,radio/television,804,<100,>= 7 years,4,male single,none,4,car or other,Middle2,none,own,1,skilled employee / official,1,none,yes,1,1.0
998,<0,45,existing credits paid back duly till now,radio/television,1845,<100,1 <= < 4 years,4,male single,none,4,no,Younger,none,for free,1,skilled employee / official,1,yes,yes,0,0.0
